jmeter_core,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.6429,0.0,0.4286,0.4286,0.5,0.5,0.2857,0.4286,0.5
