wro4j,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.6667,0.0,0.5833,0.75,0.5833,0.5833,0.9167,0.9167,1.0
