argouml,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.5833,0.0,0.4167,0.3333,0.5833,0.5833,0.6667,0.9167,0.9167
