jhotdraw,h-index,a-index,k-core,ICOOK,PageRank,PageRank_BR,ElementRank,Pride,iFit
Top-Ranked-30,0.6667,0.0,0.6667,0.8889,0.6667,0.6667,0.7778,0.7778,0.8889
