ClassName
org.gjt.sp.jedit.textarea.JEditTextArea
org.gjt.sp.jedit.EditPane
org.gjt.sp.jedit.jEdit
org.gjt.sp.jedit.Buffer
org.gjt.sp.jedit.EBMessage
org.gjt.sp.jedit.View
org.gjt.sp.util.Log
